,address,area,bedrooms,bathrooms,price,floors,street,street_Ao Sen,street_Biên Giang,street_Bà Triệu,street_Bạch Thái Bưởi,street_Bắc,street_Bế Văn Đàn,street_Chiến Thắng,street_Chợ,street_Cầu Am,street_Cầu Đơ 1,street_Dương Nội,street_Hoàng Hoa Thám,street_Hà Trì,street_Kiến Hưng,street_Làng Việt Kiều Châu Âu,street_Lê Hồng Phong,street_Lê Quý Đôn,street_Lê Trọng Tấn,street_Lụa,street_Mậu Lương,street_Mỗ Lao,street_Nguyễn Khuyến,street_Nguyễn Thái Học,street_Nguyễn Trãi,street_Nguyễn Viết Xuân,street_Nguyễn Văn Lộc,street_Nguyễn Văn Trỗi,street_Ngô Quyền,street_Ngô Thì Nhậm,street_Nhuệ Giang,street_Phan Chu Trinh,street_Phan Đình Giót,street_Phùng Hưng,street_Phú Lãm,street_Phú Lương,street_Quang Trung,street_Thanh Bình,street_Thanh Lãm,street_Trần Phú,street_Trần Đăng Ninh,street_Tô Hiệu,street_Văn Khê,street_Văn Phú,street_Văn Quán,street_Văn Yên,street_Vạn Phúc,street_Xa La,street_Xốm,street_Yên Nghĩa,street_Yên Phúc,street_Yết Kiêu,street_Đa Sỹ,street_Đại An,street_Đất
127,"Quận Hà Đông, Hà Nội",902.0,22,22,11500000000.0,7.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
128,"Quận Hà Đông, Hà Nội",752.0,20,20,11500000000.0,8.0,Chiến Thắng,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
129,"Quận Hà Đông, Hà Nội",402.0,7,5,7000000000.0,6.0,Mỗ Lao,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
130,"Quận Hà Đông, Hà Nội",452.0,10,9,6000000000.0,6.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
131,"Quận Hà Đông, Hà Nội",802.0,4,4,11200000000.0,5.0,Xa La,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
132,"Quận Hà Đông, Hà Nội",602.0,14,14,8000000000.0,8.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
134,"Quận Hà Đông, Hà Nội",1062.0,19,19,15000000000.0,6.0,Mỗ Lao,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
135,"Quận Hà Đông, Hà Nội",2252.0,6,6,25600000000.0,6.0,Xa La,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
136,"Quận Hà Đông, Hà Nội",802.0,18,17,12300000000.0,7.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
137,"Quận Hà Đông, Hà Nội",702.0,21,21,10000000000.0,8.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
139,"Quận Hà Đông, Hà Nội",2252.0,6,6,25600000000.0,6.0,Xa La,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
140,"Quận Hà Đông, Hà Nội",452.0,14,14,6500000000.0,8.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
141,"Quận Hà Đông, Hà Nội",1002.0,28,28,14000000000.0,8.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
142,"Quận Hà Đông, Hà Nội",902.0,23,23,11500000000.0,7.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
143,"Quận Hà Đông, Hà Nội",502.0,10,10,7000000000.0,6.0,Mỗ Lao,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
144,"Quận Hà Đông, Hà Nội",1002.0,25,25,23500000000.0,8.0,Mỗ Lao,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,"Quận Hà Đông, Hà Nội",402.0,1,1,1790000000.0,79.0,Xa La,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
147,"Quận Hà Đông, Hà Nội",1002.0,22,22,20000000000.0,2.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
148,"Quận Hà Đông, Hà Nội",852.0,24,24,16000000000.0,7.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
150,"Quận Hà Đông, Hà Nội",1002.0,22,22,20000000000.0,7.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
151,"Quận Hà Đông, Hà Nội",352.0,0,0,3100000000.0,1.0,Yên Nghĩa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
153,"Quận Hà Đông, Hà Nội",602.0,6,5,14500000000.0,7.0,Mậu Lương,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,"Quận Hà Đông, Hà Nội",402.0,4,2,7990000000.0,2.0,Ngô Quyền,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,"Quận Hà Đông, Hà Nội",342.0,3,3,6199000000.0,4.0,Vạn Phúc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
160,"Quận Hà Đông, Hà Nội",312.0,3,3,6300000000.0,5.0,Kiến Hưng,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
161,"Quận Hà Đông, Hà Nội",302.0,3,3,6650000000.0,5.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
164,"Quận Hà Đông, Hà Nội",392.0,4,3,4100000000.0,4.0,Quang Trung,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
165,"Quận Hà Đông, Hà Nội",562.0,4,3,5500000000.0,3.0,Quang Trung,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
166,"Quận Hà Đông, Hà Nội",302.0,5,4,4250000000.0,5.0,Phú Lương,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,"Quận Hà Đông, Hà Nội",1842.0,8,8,27000000000.0,3.0,Văn Phú,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
174,"Quận Hà Đông, Hà Nội",422.0,3,2,5300000000.0,3.0,Lụa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,"Quận Hà Đông, Hà Nội",322.0,3,2,5300000000.0,4.0,Thanh Bình,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
176,"Quận Hà Đông, Hà Nội",322.0,3,2,6200000000.0,5.0,Đất,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
181,"Quận Hà Đông, Hà Nội",422.0,3,3,6100000000.0,4.0,Cầu Am,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
182,"Quận Hà Đông, Hà Nội",782.0,9,9,34000000000.0,9.0,Vạn Phúc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
184,"Quận Hà Đông, Hà Nội",1082.0,4,6,26000000000.0,6.0,Vạn Phúc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
185,"Quận Hà Đông, Hà Nội",1062.0,6,6,29999000000.0,6.0,Văn Khê,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
191,"Quận Hà Đông, Hà Nội",402.0,4,3,7950000000.0,95.0,Phùng Hưng,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
194,"Quận Hà Đông, Hà Nội",802.0,3,2,12300000000.0,3.0,Bà Triệu,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,"Quận Hà Đông, Hà Nội",1202.0,10,10,21500000000.0,7.0,Nguyễn Khuyến,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,"Quận Hà Đông, Hà Nội",752.0,6,5,28500000000.0,5.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
199,"Quận Hà Đông, Hà Nội",342.0,2,2,4350000000.0,2.0,Cầu Đơ 1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200,"Quận Hà Đông, Hà Nội",312.0,3,4,4800000000.0,5.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
201,"Quận Hà Đông, Hà Nội",502.0,6,7,8800000000.0,5.0,Kiến Hưng,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
202,"Quận Hà Đông, Hà Nội",342.0,3,3,3500000000.0,4.0,Quang Trung,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203,"Quận Hà Đông, Hà Nội",362.0,3,4,3800000000.0,4.0,Yên Nghĩa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
204,"Quận Hà Đông, Hà Nội",522.0,4,4,5800000000.0,5.0,Trần Phú,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
206,"Quận Hà Đông, Hà Nội",482.0,6,5,8800000000.0,5.0,Vạn Phúc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
207,"Quận Hà Đông, Hà Nội",712.0,6,6,14500000000.0,6.0,Trần Phú,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
208,"Quận Hà Đông, Hà Nội",782.0,4,4,7880000000.0,88.0,Chợ,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
209,"Quận Hà Đông, Hà Nội",352.0,3,4,2150000000.0,5.0,Yên Nghĩa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
210,"Quận Hà Đông, Hà Nội",402.0,3,3,2500000000.0,5.0,Yên Nghĩa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
212,"Quận Hà Đông, Hà Nội",452.0,3,3,3000000000.0,3.0,Yên Nghĩa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
213,"Quận Hà Đông, Hà Nội",502.0,6,6,15800000000.0,7.0,Vạn Phúc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
214,"Quận Hà Đông, Hà Nội",502.0,6,5,8500000000.0,5.0,Vạn Phúc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
215,"Quận Hà Đông, Hà Nội",482.0,5,4,8800000000.0,5.0,Vạn Phúc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
216,"Quận Hà Đông, Hà Nội",512.0,5,5,8900000000.0,5.0,Vạn Phúc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
217,"Quận Hà Đông, Hà Nội",652.0,6,6,9500000000.0,5.0,Thanh Bình,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
219,"Quận Hà Đông, Hà Nội",502.0,6,5,8600000000.0,5.0,Vạn Phúc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
220,"Quận Hà Đông, Hà Nội",422.0,4,4,5700000000.0,5.0,Mỗ Lao,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
221,"Quận Hà Đông, Hà Nội",402.0,3,4,2500000000.0,5.0,Yên Nghĩa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
222,"Quận Hà Đông, Hà Nội",602.0,4,5,15800000000.0,5.0,Kiến Hưng,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
223,"Quận Hà Đông, Hà Nội",712.0,7,6,14200000000.0,6.0,Mỗ Lao,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
224,"Quận Hà Đông, Hà Nội",502.0,6,4,8900000000.0,5.0,Vạn Phúc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
225,"Quận Hà Đông, Hà Nội",482.0,4,4,9700000000.0,7.0,Mỗ Lao,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
226,"Quận Hà Đông, Hà Nội",362.0,3,4,3800000000.0,5.0,Yên Nghĩa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
227,"Quận Hà Đông, Hà Nội",562.0,4,4,12000000000.0,5.0,Làng Việt Kiều Châu Âu,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228,"Quận Hà Đông, Hà Nội",692.0,5,4,14200000000.0,5.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
229,"Quận Hà Đông, Hà Nội",702.0,6,6,13500000000.0,6.0,Mỗ Lao,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
230,"Quận Hà Đông, Hà Nội",422.0,4,4,6800000000.0,4.0,Nguyễn Văn Lộc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
231,"Quận Hà Đông, Hà Nội",882.0,4,3,11000000000.0,3.0,Quang Trung,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
234,"Quận Hà Đông, Hà Nội",312.0,3,4,3990000000.0,99.0,Xốm,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
235,"Quận Hà Đông, Hà Nội",302.0,4,3,6600000000.0,6.0,Vạn Phúc,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
237,"Quận Hà Đông, Hà Nội",322.0,4,4,4000000000.0,5.0,Phú Lương,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
239,"Quận Hà Đông, Hà Nội",352.0,3,4,3300000000.0,4.0,Quang Trung,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
240,"Quận Hà Đông, Hà Nội",302.0,3,4,5100000000.0,5.0,Kiến Hưng,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
241,"Quận Hà Đông, Hà Nội",352.0,4,4,2990000000.0,4.0,Yên Nghĩa,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
247,"Quận Hà Đông, Hà Nội",3702.0,8,5,28000000000.0,4.0,Lê Trọng Tấn,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
253,"Quận Hà Đông, Hà Nội",752.0,8,6,20300000000.0,6.0,Mỗ Lao,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
254,"Quận Hà Đông, Hà Nội",822.0,4,3,32000000000.0,4.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
255,"Quận Hà Đông, Hà Nội",342.0,3,3,3600000000.0,6.0,Dương Nội,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
257,"Quận Hà Đông, Hà Nội",352.0,3,4,5200000000.0,5.0,Mậu Lương,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
258,"Quận Hà Đông, Hà Nội",382.0,3,4,6800000000.0,3.0,Chiến Thắng,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
259,"Quận Hà Đông, Hà Nội",452.0,4,2,8600000000.0,4.0,Đại An,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
260,"Quận Hà Đông, Hà Nội",542.0,5,4,8800000000.0,5.0,Văn Quán,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
261,"Quận Hà Đông, Hà Nội",952.0,4,4,17000000000.0,16.0,Chiến Thắng,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
